한글명,추가명,종목코드,표준코드,시장
우듬지팜,,403490,KR7403490006,KOSDAQ
우리금융지주,,316140,KR7316140003,KOSPI
우리기술,,032820,KR7032820003,KOSDAQ
우리기술투자,,041190,KR7041190000,KOSDAQ
우리넷,,115440,KR7115440000,KOSDAQ
우리로,,046970,KR7046970000,KOSDAQ
우리바이오,,082850,KR7082850009,KOSDAQ
우리산업,,215360,KR7215360009,KOSDAQ
우리산업홀딩스,,072470,KR7072470008,KOSDAQ
우리손에프앤지,,073560,KR7073560005,KOSDAQ
우리엔터프라이즈,,037400,KR7037400009,KOSDAQ
우리이앤엘,,153490,KR7153490008,KOSDAQ
우림피티에스,,101170,KR7101170009,KOSDAQ
우성,,006980,KR7006980007,KOSPI
우수AMS,,066590,KR7066590001,KOSDAQ
우신시스템,,017370,KR7017370008,KOSPI
우양,,103840,KR7103840005,KOSDAQ
우양에이치씨,우양HC,101970,KR7101970002,KOSDAQ
우원개발,,046940,KR7046940003,KOSDAQ
우정바이오,,215380,KR7215380007,KOSDAQ
우주일렉트로,,065680,KR7065680001,KOSDAQ
우진,,105840,KR7105840003,KOSPI
우진비앤지,,018620,KR7018620005,KOSDAQ
우진아이엔에스,우진I&S,010400,KR7010400000,KOSPI
우진엔텍,,457550,KR7457550002,KOSDAQ
우진플라임,,049800,KR7049800006,KOSPI
웅진,,016880,KR7016880007,KOSPI
웅진씽크빅,,095720,KR7095720009,KOSPI
워트,,396470,KR7396470007,KOSDAQ
원림,,005820,KR7005820006,KOSPI
원바이오젠,,307280,KR7307280008,KOSDAQ
원익,,032940,KR7032940009,KOSDAQ
원익IPS,,240810,KR7240810002,KOSDAQ
원익QnC,,074600,KR7074600008,KOSDAQ
원익머트리얼즈,,104830,KR7104830005,KOSDAQ
원익큐브,,014190,KR7014190003,KOSDAQ
원익피앤이,,217820,KR7217820000,KOSDAQ
원익홀딩스,,030530,KR7030530000,KOSDAQ
원일특강,,012620,KR7012620001,KOSDAQ
원일티엔아이,,136150,KR7136150000,KOSDAQ
원준,,382840,KR7382840007,KOSDAQ
원텍,,336570,KR7336570007,KOSDAQ
원티드랩,,376980,KR7376980009,KOSDAQ
원포유,,122830,KR7122830003,KONEX
원풍,,008370,KR7008370009,KOSDAQ
원풍물산,,008290,KR7008290009,KOSDAQ
월덱스,,101160,KR7101160000,KOSDAQ
웨이버스,,336060,KR7336060009,KOSDAQ
웨이브일렉트로,,095270,KR7095270005,KOSDAQ
웨이비스,,289930,KR7289930000,KOSDAQ
웰크론,,065950,KR7065950008,KOSDAQ
웰크론한텍,,076080,KR7076080001,KOSDAQ
웰킵스하이텍,,043590,KR7043590009,KOSDAQ
웹스,,196700,KR7196700009,KOSDAQ
웹젠,,069080,KR7069080000,KOSDAQ
웹케시,,053580,KR7053580007,KOSDAQ
위너스,,479960,KR7479960007,KOSDAQ
위니아에이드,,377460,KR7377460001,KOSDAQ
위닉스,,044340,KR7044340008,KOSDAQ
위더스제약,,330350,KR7330350000,KOSDAQ
위드텍,,348350,KR7348350000,KOSDAQ
위메이드,,112040,KR7112040001,KOSDAQ
위메이드맥스,,101730,KR7101730000,KOSDAQ
위메이드플레이,,123420,KR7123420002,KOSDAQ
위세아이텍,,065370,KR7065370009,KOSDAQ
위월드,,140660,KR7140660002,KONEX
위즈코프,,038620,KR7038620001,KOSDAQ
위지윅스튜디오,,299900,KR7299900001,KOSDAQ
위지트,,036090,KR7036090009,KOSDAQ
위츠,,459100,KR7459100004,KOSDAQ
윈스테크넷,,136540,KR7136540002,KOSDAQ
윈팩,,097800,KR7097800007,KOSDAQ
윈하이텍,,192390,KR7192390003,KOSDAQ
윌비스,,008600,KR7008600009,KOSPI
윙스풋,,335870,KR7335870002,KOSDAQ
유나이티드제약,,033270,KR7033270000,KOSPI
유니드,,014830,KR7014830004,KOSPI
유니드비티플러스,,446070,KR7446070005,KOSPI
유니셈,,036200,KR7036200004,KOSDAQ
유니슨,,018000,KR7018000000,KOSDAQ
유니온,,000910,KR7000910000,KOSPI
유니온머티리얼,,047400,KR7047400007,KOSPI
유니온바이오메트릭스,,203450,KR7203450002,KOSDAQ
유니켐,,011330,KR7011330008,KOSPI
유니퀘스트,,077500,KR7077500007,KOSPI
유니크,,011320,KR7011320009,KOSDAQ
유니테스트,,086390,KR7086390002,KOSDAQ
유니테크노,,241690,KR7241690007,KOSDAQ
유니트론텍,,142210,KR7142210004,KOSDAQ
유니포인트,,121060,KR7121060008,KONEX
유디엠텍,,389680,KR7389680000,KOSDAQ
유라클,,088340,KR7088340005,KOSDAQ
유라테크,,048430,KR7048430003,KOSDAQ
유바이오로직스,,206650,KR7206650004,KOSDAQ
유비벨록스,,089850,KR7089850002,KOSDAQ
유비씨,,495810,KR7495810004,KONEX
유비온,,084440,KR7084440007,KOSDAQ
유비케어,,032620,KR7032620007,KOSDAQ
유비쿼스,,264450,KR7264450008,KOSDAQ
유비쿼스홀딩스,,078070,KR7078070000,KOSDAQ
유성기업,,002920,KR7002920007,KOSPI
유성티엔에스,,024800,KR7024800005,KOSDAQ
유수홀딩스,,000700,KR7000700005,KOSPI
유신,,054930,KR7054930003,KOSDAQ
유아이디,,069330,KR7069330009,KOSDAQ
유아이엘,,049520,KR7049520000,KOSDAQ
유안타제11호스팩,,444920,KR7444920003,KOSDAQ
유안타제14호스팩,,450940,KR7450940002,KOSDAQ
유안타제15호스팩,,473050,KR7473050003,KOSDAQ
유안타제16호스팩,,474490,KR7474490000,KOSDAQ
유안타제17호스팩,,493790,KR7493790000,KOSDAQ
유안타증권,,003470,KR7003470002,KOSPI
유안타증권우,,003475,KR7003471000,KOSPI
유에스티,,263770,KR7263770000,KOSDAQ
유엑스엔,,337840,KR7337840003,KONEX
유엔젤,,072130,KR7072130008,KOSPI
유유제약,,000220,KR7000220004,KOSPI
유유제약1우,,000225,KR7000221002,KOSPI
유유제약2우B,,000227,KR7000222000,KOSPI
유일로보틱스,,388720,KR7388720005,KOSDAQ
유일에너테크,,340930,KR7340930007,KOSDAQ
유진 챔피언중단기크레딧 X클래스,,0120X0,KR70120X0000,KOSPI
유진기업,,023410,KR7023410004,KOSDAQ
유진로봇,,056080,KR7056080005,KOSDAQ
유진스팩10호,,468760,KR7468760004,KOSDAQ
유진스팩11호,,488060,KR7488060005,KOSDAQ
유진스팩12호,,0105P0,KR70105P0009,KOSDAQ
유진테크,,084370,KR7084370006,KOSDAQ
유진테크놀로지,,240600,KR7240600007,KOSDAQ
유진투자증권,,001200,KR7001200005,KOSPI
유투바이오,,221800,KR7221800006,KOSDAQ
유티아이,,179900,KR7179900006,KOSDAQ
유틸렉스,,263050,KR7263050007,KOSDAQ
유한양행,,000100,KR7000100008,KOSPI
유한양행우,,000105,KR7000101006,KOSPI
유화증권,,003460,KR7003460003,KOSPI
유화증권우,,003465,KR7003461001,KOSPI
육일씨엔에쓰,,191410,KR7191410000,KOSDAQ
윤성에프앤씨,,372170,KR7372170001,KOSDAQ
율촌,,146060,KR7146060009,KOSDAQ
율촌화학,,008730,KR7008730004,KOSPI
이건산업,,008250,KR7008250003,KOSPI
이건홀딩스,,039020,KR7039020003,KOSDAQ
이구산업,,025820,KR7025820002,KOSPI
이글루,,067920,KR7067920009,KOSDAQ
이글벳,,044960,KR7044960003,KOSDAQ
이노뎁,,303530,KR7303530000,KOSDAQ
이노룰스,,296640,KR7296640006,KOSDAQ
이노메트리,,302430,KR7302430004,KOSDAQ
이노벡스,,279060,KR7279060008,KONEX
이노션,,214320,KR7214320004,KOSPI
이노스페이스,,462350,KR7462350000,KOSDAQ
이노시뮬레이션,,274400,KR7274400001,KOSDAQ
이노와이어리스,,073490,KR7073490005,KOSDAQ
이노인스트루먼트,,215790,KR7215790007,KOSDAQ
이노진,,344860,KR7344860002,KOSDAQ
이노테크,,469610,KR7469610000,KOSDAQ
이녹스,,088390,KR7088390000,KOSDAQ
이녹스첨단소재,,272290,KR7272290008,KOSDAQ
이니텍,,053350,KR7053350005,KOSDAQ
이닉스,,452400,KR7452400005,KOSDAQ
이랜시스,,264850,KR7264850009,KOSDAQ
이랜텍,,054210,KR7054210000,KOSDAQ
이렘,,009730,KR7009730003,KOSDAQ
이루온,,065440,KR7065440000,KOSDAQ
이리츠코크렙,,088260,KR7088260005,KOSPI
이마트,,139480,KR7139480008,KOSPI
이뮨온시아,,424870,KR7424870004,KOSDAQ
이미지스,,115610,KR7115610008,KOSDAQ
이베스트스팩6호,,478110,KR7478110000,KOSDAQ
이브이첨단소재,,131400,KR7131400004,KOSDAQ
이비테크,,208850,KR7208850008,KONEX
이삭엔지니어링,,351330,KR7351330006,KOSDAQ
이상네트웍스,,080010,KR7080010002,KOSDAQ
이성씨엔아이,,379390,KR7379390008,KONEX
이수스페셜티케미컬,,457190,KR7457190007,KOSPI
이수앱지스,,086890,KR7086890001,KOSDAQ
이수페타시스,,007660,KR7007660004,KOSPI
이수화학,,005950,KR7005950001,KOSPI
이스타코,,015020,KR7015020001,KOSPI
이스트소프트,,047560,KR7047560008,KOSDAQ
이스트에이드,,239340,KR7239340003,KOSDAQ
이씨에스,,067010,KR7067010009,KOSDAQ
이앤에치,,341310,KR7341310001,KONEX
이엔셀,,456070,KR7456070002,KOSDAQ
이엔에프테크놀로지,,102710,KR7102710001,KOSDAQ
이엔플러스,,074610,KR7074610007,KOSPI
이엘씨,,041520,KR7041520008,KOSDAQ
이엘피,,063760,KR7063760003,KOSDAQ
이엠넷,,123570,KR7123570004,KOSDAQ
이엠앤아이,,083470,KR7083470005,KOSDAQ
이엠코리아,,095190,KR7095190005,KOSDAQ
이엠텍,,091120,KR7091120006,KOSDAQ
이엠티,,232530,KR7232530006,KONEX
이연제약,,102460,KR7102460003,KOSPI
이오테크닉스,,039030,KR7039030002,KOSDAQ
이오플로우,,294090,KR7294090006,KOSDAQ
이원컴포텍,,088290,KR7088290002,KOSDAQ
이월드,,084680,KR7084680008,KOSPI
이지바이오,,353810,KR7353810005,KOSDAQ
이지스,,261520,KR7261520001,KOSDAQ
이지스레지던스리츠,,350520,KR7350520003,KOSPI
이지스밸류플러스리츠,,334890,KR7334890001,KOSPI
이지케어텍,,099750,KR7099750002,KOSDAQ
이지트로닉스,,377330,KR7377330006,KOSDAQ
이지홀딩스,,035810,KR7035810001,KOSDAQ
이크레더블,,092130,KR7092130004,KOSDAQ
이퓨쳐,,134060,KR7134060003,KOSDAQ
이화공영,,001840,KR7001840008,KOSDAQ
이화산업,,000760,KR7000760009,KOSPI
인디에프,,014990,KR7014990006,KOSPI
인바디,,041830,KR7041830001,KOSDAQ
인바이오,,352940,KR7352940001,KOSDAQ
인바이오젠,,101140,KR7101140002,KOSPI
인바이츠바이오코아,,216400,KR7216400002,KONEX
인베니아,,079950,KR7079950002,KOSDAQ
인벤티지랩,,389470,KR7389470006,KOSDAQ
인산가,,277410,KR7277410007,KOSDAQ
인선이엔티,,060150,KR7060150000,KOSDAQ
인성정보,,033230,KR7033230004,KOSDAQ
인스웨이브,,450520,KR7450520002,KOSDAQ
인스코비,,006490,KR7006490007,KOSPI
인스피언,,465480,KR7465480002,KOSDAQ
인지디스플레,,037330,KR7037330008,KOSDAQ
인지소프트,,100030,KR7100030006,KOSDAQ
인지컨트롤스,,023800,KR7023800006,KOSPI
인천도시가스,,034590,KR7034590000,KOSPI
인카금융서비스,,211050,KR7211050000,KOSDAQ
인콘,,083640,KR7083640003,KOSDAQ
인크레더블버즈,,064090,KR7064090004,KOSDAQ
인크로스,,216050,KR7216050005,KOSDAQ
인탑스,,049070,KR7049070006,KOSDAQ
인터로이드,,311960,KR7311960009,KONEX
인터로조,,119610,KR7119610004,KOSDAQ
인터엠,,017250,KR7017250002,KOSDAQ
인터지스,,129260,KR7129260006,KOSPI
인터플렉스,,051370,KR7051370005,KOSDAQ
인텍플러스,,064290,KR7064290000,KOSDAQ
인텔리안테크,,189300,KR7189300007,KOSDAQ
인투셀,,287840,KR7287840003,KOSDAQ
인트론바이오,,048530,KR7048530000,KOSDAQ
인팩,,023810,KR7023810005,KOSPI
인포바인,,115310,KR7115310005,KOSDAQ
인포뱅크,,039290,KR7039290002,KOSDAQ
인피니트헬스케어,,071200,KR7071200000,KOSDAQ
인화정공,,101930,KR7101930006,KOSDAQ
일동제약,,249420,KR7249420001,KOSPI
일동홀딩스,,000230,KR7000230003,KOSPI
일성건설,,013360,KR7013360003,KOSPI
일성아이에스,,003120,KR7003120003,KOSPI
일승,,333430,KR7333430007,KOSDAQ
일신바이오,,068330,KR7068330000,KOSDAQ
일신방직,,003200,KR7003200003,KOSPI
일신석재,,007110,KR7007110000,KOSPI
일양약품,,007570,KR7007570005,KOSPI
일양약품우,,007575,KR7007571003,KOSPI
일월지엠엘,,178780,KR7178780003,KOSDAQ
일정실업,,008500,KR7008500001,KOSPI
일지테크,,019540,KR7019540004,KOSDAQ
일진다이아,,081000,KR7081000002,KOSPI
일진디스플,,020760,KR7020760005,KOSPI
일진전기,,103590,KR7103590006,KOSPI
일진파워,,094820,KR7094820008,KOSDAQ
일진하이솔루스,,271940,KR7271940009,KOSPI
일진홀딩스,,015860,KR7015860000,KOSPI
잇츠한불,,226320,KR7226320000,KOSPI
잉글우드랩,,950140,KR8840110108,KOSDAQ
잉크테크,,049550,KR7049550007,KOSDAQ
자람테크놀로지,,389020,KR7389020009,KOSDAQ
자비스,,254120,KR7254120009,KOSDAQ
자연과환경,,043910,KR7043910009,KOSDAQ
자이글,,234920,KR7234920007,KOSDAQ
자이언트스텝,,289220,KR7289220006,KOSDAQ
자이에스앤디,,317400,KR7317400000,KOSPI
자화전자,,033240,KR7033240003,KOSPI
재영솔루텍,,049630,KR7049630007,KOSDAQ
저스템,,417840,KR7417840006,KOSDAQ
전방,,000950,KR7000950006,KOSPI
전진건설로봇,,079900,KR7079900007,KOSPI
전진바이오팜,,110020,KR7110020005,KOSDAQ
정다운,,208140,KR7208140004,KOSDAQ
정상제이엘에스,,040420,KR7040420002,KOSDAQ
정원엔시스,,045510,KR7045510005,KOSDAQ
제너셈,,217190,KR7217190008,KOSDAQ
제넥신,,095700,KR7095700001,KOSDAQ
제노레이,,122310,KR7122310006,KOSDAQ
제노코,,361390,KR7361390008,KOSDAQ
제노텍,,066830,KR7066830001,KONEX
제놀루션,,225220,KR7225220003,KOSDAQ
제닉,,123330,KR7123330003,KOSDAQ
제닉스로보틱스,,381620,KR7381620004,KOSDAQ
제로투세븐,,159580,KR7159580000,KOSDAQ
제룡산업,,147830,KR7147830004,KOSDAQ
제룡전기,,033100,KR7033100009,KOSDAQ
제우스,,079370,KR7079370003,KOSDAQ
제이브이엠,,054950,KR7054950001,KOSDAQ
제이스코홀딩스,,023440,KR7023440001,KOSDAQ
제이스텍,,090470,KR7090470006,KOSDAQ
제이씨케미칼,JC케미칼,137950,KR7137950002,KOSDAQ
제이씨현시스템,,033320,KR7033320003,KOSDAQ
제이아이테크,JI테크,417500,KR7417500006,KOSDAQ
제이알글로벌리츠,,348950,KR7348950007,KOSPI
제이앤티씨,JNTC,204270,KR7204270003,KOSDAQ
제이에스링크,JS링크,127120,KR7127120004,KOSDAQ
제이에스코퍼레이션,JS코퍼레이션,194370,KR7194370003,KOSPI
제이에스티나,,026040,KR7026040006,KOSDAQ
제이엔비,,452160,KR7452160005,KOSDAQ
제이엔케이글로벌,JNK글로벌,126880,KR7126880004,KOSDAQ
제이엘케이,,322510,KR7322510009,KOSDAQ
제이엠멀티,,254160,KR7254160005,KONEX
제이엠아이,,033050,KR7033050006,KOSDAQ
제이엠티,,094970,KR7094970001,KOSDAQ
제이오,,418550,KR7418550000,KOSDAQ
제이케이시냅스,,060230,KR7060230000,KOSDAQ
제이투케이바이오,J2K바이오,420570,KR7420570004,KOSDAQ
제이티,,089790,KR7089790000,KOSDAQ
제이피아이헬스케어,JPI헬스케어,0010V0,KR70010V0005,KOSDAQ
제일기획,,030000,KR7030000004,KOSPI
제일바이오,,052670,KR7052670007,KOSDAQ
제일약품,,271980,KR7271980005,KOSPI
제일엠앤에스,,412540,KR7412540007,KOSDAQ
제일연마,,001560,KR7001560002,KOSPI
제일일렉트릭,,199820,KR7199820002,KOSDAQ
제일테크노스,,038010,KR7038010005,KOSDAQ
제일파마홀딩스,,002620,KR7002620003,KOSPI
제주반도체,,080220,KR7080220007,KOSDAQ
제주은행,,006220,KR7006220008,KOSPI
제주항공,,089590,KR7089590004,KOSPI
제테마,,216080,KR7216080002,KOSDAQ
젝시믹스,,337930,KR7337930002,KOSDAQ
젠큐릭스,,229000,KR7229000005,KOSDAQ
젬백스,,082270,KR7082270000,KOSDAQ
조광페인트,,004910,KR7004910006,KOSPI
조광피혁,,004700,KR7004700001,KOSPI
조비,,001550,KR7001550003,KOSPI
조선내화,,462520,KR7462520008,KOSPI
조선선재,,120030,KR7120030002,KOSPI
조아제약,,034940,KR7034940007,KOSDAQ
조이시티,,067000,KR7067000000,KOSDAQ
조이웍스앤코,,309930,KR7309930006,KOSDAQ
조일알미늄,,018470,KR7018470005,KOSPI
조흥,,002600,KR7002600005,KOSPI
종근당,,185750,KR7185750007,KOSPI
종근당바이오,,063160,KR7063160006,KOSPI
종근당홀딩스,,001630,KR7001630003,KOSPI
좋은사람들,,033340,KR7033340001,KOSDAQ
주성엔지니어링,,036930,KR7036930006,KOSDAQ
주성코퍼레이션,,109070,KR7109070003,KOSPI
주연테크,,044380,KR7044380004,KOSPI
중앙백신,,072020,KR7072020001,KOSDAQ
중앙에너비스,,000440,KR7000440008,KOSDAQ
중앙첨단소재,,051980,KR7051980001,KOSDAQ
지노믹트리,,228760,KR7228760005,KOSDAQ
지놈앤컴퍼니,,314130,KR7314130006,KOSDAQ
지누스,,013890,KR7013890009,KOSPI
지니너스,,389030,KR7389030008,KOSDAQ
지니언스,,263860,KR7263860009,KOSDAQ
지니틱스,,303030,KR7303030001,KOSDAQ
지더블유바이텍,GW바이텍,036180,KR7036180008,KOSDAQ
지란지교시큐리티,,208350,KR7208350009,KOSDAQ
지슨,,446840,KR7446840001,KOSDAQ
지씨셀,,144510,KR7144510005,KOSDAQ
지씨지놈,GC지놈,340450,KR7340450006,KOSDAQ
지아이에스,,306620,KR7306620006,KOSDAQ
지아이이노베이션,,358570,KR7358570000,KOSDAQ
지아이텍,,382480,KR7382480002,KOSDAQ
지앤비에스 에코,,382800,KR7382800001,KOSDAQ
지앤이헬스케어,,299480,KR7299480004,KONEX
지어소프트,,051160,KR7051160000,KOSDAQ
지에스이,,053050,KR7053050001,KOSDAQ
지에이이노더스,,076340,KR7076340009,KONEX
지에프씨생명과학,GFC생명과학,388610,KR7388610008,KOSDAQ
지에프아이,,493330,KR7493330005,KOSDAQ
지엔씨에너지,,119850,KR7119850006,KOSDAQ
지엔코,,065060,KR7065060006,KOSDAQ
지엘팜텍,,204840,KR7204840003,KOSDAQ
지엠비코리아,,013870,KR7013870001,KOSPI
지역난방공사,,071320,KR7071320006,KOSPI
지오엘리먼트,,311320,KR7311320006,KOSDAQ
지투지바이오,,456160,KR7456160001,KOSDAQ
지투파워,,388050,KR7388050007,KOSDAQ
진도,,088790,KR7088790001,KOSPI
진로발효,,018120,KR7018120006,KOSDAQ
진매트릭스,,109820,KR7109820001,KOSDAQ
진바이오텍,,086060,KR7086060001,KOSDAQ
진성티이씨,,036890,KR7036890002,KOSDAQ
진시스템,,363250,KR7363250002,KOSDAQ
진양산업,,003780,KR7003780004,KOSPI
진양제약,,007370,KR7007370000,KOSDAQ
진양폴리,,010640,KR7010640001,KOSPI
진양홀딩스,,100250,KR7100250000,KOSPI
진양화학,,051630,KR7051630002,KOSPI
진에어,,272450,KR7272450008,KOSPI
진영,,285800,KR7285800009,KOSDAQ
진원생명과학,,011000,KR7011000007,KOSPI
진코스텍,,250030,KR7250030004,KONEX
진흥기업,,002780,KR7002780005,KOSPI
진흥기업2우B,,002787,KR7002782001,KOSPI
진흥기업우B,,002785,KR7002781003,KOSPI
질경이,,233990,KR7233990001,KONEX
차AI헬스케어,,025620,KR7025620006,KOSPI
차바이오텍,,085660,KR7085660009,KOSDAQ
차백신연구소,,261780,KR7261780001,KOSDAQ
차이커뮤니케이션,,351870,KR7351870001,KOSDAQ
참엔지니어링,,009310,KR7009310004,KOSPI
참좋은여행,,094850,KR7094850005,KOSDAQ
창대정밀,,368030,KR7368030003,KONEX
창해에탄올,,004650,KR7004650008,KOSDAQ
천보,,278280,KR7278280003,KOSDAQ
천일고속,,000650,KR7000650002,KOSPI
청담글로벌,,362320,KR7362320004,KOSDAQ
체리부로,,066360,KR7066360009,KOSDAQ
체시스,,033250,KR7033250002,KOSPI
초록뱀미디어,,047820,KR7047820006,KOSDAQ
칩스앤미디어,,094360,KR7094360005,KOSDAQ
카스,,016920,KR7016920001,KOSDAQ
카이노스메드,,284620,KR7284620002,KOSDAQ
카카오,,035720,KR7035720002,KOSPI
카카오게임즈,,293490,KR7293490009,KOSDAQ
카카오뱅크,,323410,KR7323410001,KOSPI
카카오페이,,377300,KR7377300009,KOSPI
카티스,,140430,KR7140430000,KOSDAQ
카페24,,042000,KR7042000000,KOSDAQ
카프로,,006380,KR7006380000,KOSPI
캐리,,313760,KR7313760001,KOSDAQ
캐리소프트,,317530,KR7317530004,KOSDAQ
캐스텍코리아,,071850,KR7071850002,KOSDAQ
캐프,,198080,KR7198080004,KOSDAQ
캔버스엔,,210120,KR7210120002,KOSDAQ
캠시스,,050110,KR7050110006,KOSDAQ
캡스톤파트너스,,452300,KR7452300007,KOSDAQ
컨텍,,451760,KR7451760003,KOSDAQ
컴투스,,078340,KR7078340007,KOSDAQ
컴투스홀딩스,,063080,KR7063080006,KOSDAQ
컴퍼니케이,,307930,KR7307930008,KOSDAQ
케스피온,,079190,KR7079190005,KOSDAQ
케어랩스,,263700,KR7263700007,KOSDAQ
케어젠,,214370,KR7214370009,KOSDAQ
케이디켐,,221980,KR7221980006,KOSDAQ
케이바이오,,038530,KR7038530002,KOSDAQ
케이비아이동국실업,KBI동국실업,001620,KR7001620004,KOSPI
케이사인,,192250,KR7192250009,KOSDAQ
케이쓰리아이,K3I,431190,KR7431190008,KOSDAQ
케이씨,,029460,KR7029460003,KOSPI
케이씨에스,,115500,KR7115500001,KOSDAQ
케이씨텍,,281820,KR7281820001,KOSPI
케이씨티,,089150,KR7089150007,KOSDAQ
케이씨피드,,025880,KR7025880006,KOSDAQ
케이아이엔엑스,KINX,093320,KR7093320000,KOSDAQ
케이알엠,,093640,KR7093640001,KOSDAQ
케이에스피,,073010,KR7073010001,KOSDAQ
케이엔더블유,KNW,105330,KR7105330005,KOSDAQ
케이엔솔,,053080,KR7053080008,KOSDAQ
케이엔알시스템,KNR시스템,199430,KR7199430000,KOSDAQ
케이엔에스,,432470,KR7432470003,KOSDAQ
케이엔제이,,272110,KR7272110008,KOSDAQ
케이엘넷,,039420,KR7039420005,KOSDAQ
케이엠,,083550,KR7083550004,KOSDAQ
케이엠더블유,KMW,032500,KR7032500001,KOSDAQ
케이엠제약,KM제약,225430,KR7225430008,KOSDAQ
케이옥션,,102370,KR7102370004,KOSDAQ
케이웨더,,068100,KR7068100007,KOSDAQ
케이이엠텍,,106080,KR7106080005,KOSDAQ
케이지에이,,455180,KR7455180000,KOSDAQ
케이카,,381970,KR7381970003,KOSPI
케이탑리츠,,145270,KR7145270005,KOSPI
케이티알파,,036030,KR7036030005,KOSDAQ
케이프,,064820,KR7064820004,KOSDAQ
케이피에프,,024880,KR7024880007,KOSDAQ
케이피엠테크,KPM테크,042040,KR7042040006,KOSDAQ
케이피티유,,054410,KR7054410006,KOSDAQ
케일럼,,258610,KR7258610005,KOSDAQ
켄코아에어로스페이스,,274090,KR7274090000,KOSDAQ
켈스,,402420,KR7402420004,KONEX
켐트로닉스,,089010,KR7089010003,KOSDAQ
켐트로스,,220260,KR7220260004,KOSDAQ
코나솔,,176590,KR7176590008,KONEX
코나아이,,052400,KR7052400009,KOSDAQ
코난테크놀로지,,402030,KR7402030001,KOSDAQ
코닉오토메이션,,391710,KR7391710001,KOSDAQ
코다코,,046070,KR7046070009,KOSDAQ
코데즈컴바인,,047770,KR7047770003,KOSDAQ
코디,,080530,KR7080530009,KOSDAQ
코람코더원리츠,,417310,KR7417310000,KOSPI
코람코라이프인프라리츠,,357120,KR7357120005,KOSPI
코렌텍,,104540,KR7104540000,KOSDAQ
코리아나,,027050,KR7027050004,KOSDAQ
코리아써우,,007815,KR7007811003,KOSPI
코리아써키트,,007810,KR7007810005,KOSPI
코리아써키트2우B,,00781K,KR700781K015,KOSPI
코리아에셋투자증권,,190650,KR7190650002,KOSDAQ
코리아에프티,,123410,KR7123410003,KOSDAQ
코리안리,,003690,KR7003690005,KOSPI
코맥스,,036690,KR7036690006,KOSDAQ
코메론,,049430,KR7049430002,KOSDAQ
코미코,,183300,KR7183300003,KOSDAQ
코미팜,,041960,KR7041960006,KOSDAQ
코세스,,089890,KR7089890008,KOSDAQ
코셈,,360350,KR7360350003,KOSDAQ
코셋,,189350,KR7189350002,KONEX
코스나인,,082660,KR7082660002,KOSDAQ
코스맥스,,192820,KR7192820009,KOSPI
코스맥스비티아이,코스맥스BTI,044820,KR7044820009,KOSPI
코스맥스엔비티,코스맥스NBT,222040,KR7222040008,KOSDAQ
코스메카코리아,,241710,KR7241710003,KOSDAQ
코스모신소재,,005070,KR7005070008,KOSPI
코스모화학,,005420,KR7005420005,KOSPI
코스텍시스,,355150,KR7355150004,KOSDAQ
코스텍시스템,,169670,KR7169670007,KONEX
코아스,,071950,KR7071950000,KOSPI
코아스템켐온,,166480,KR7166480004,KOSDAQ
코아시아,,045970,KR7045970001,KOSDAQ
코아시아씨엠,,196450,KR7196450001,KOSDAQ
코어라인소프트,,384470,KR7384470001,KOSDAQ
코오롱,,002020,KR7002020006,KOSPI
코오롱ENP,,138490,KR7138490008,KOSPI
코오롱글로벌,,003070,KR7003070000,KOSPI
코오롱글로벌우,,003075,KR7003071008,KOSPI
코오롱생명과학,,102940,KR7102940004,KOSDAQ
코오롱우,,002025,KR7002021004,KOSPI
코오롱인더,,120110,KR7120110002,KOSPI
코오롱인더우,,120115,KR7120111000,KOSPI
코오롱티슈진,,950160,KR8840120008,KOSDAQ
코웨이,,021240,KR7021240007,KOSPI
코위버,,056360,KR7056360001,KOSDAQ
코윈테크,,282880,KR7282880004,KOSDAQ
코이즈,,121850,KR7121850002,KOSDAQ
코츠테크놀로지,,448710,KR7448710004,KOSDAQ
코칩,,126730,KR7126730001,KOSDAQ
코콤,,015710,KR7015710007,KOSDAQ
코텍,,052330,KR7052330008,KOSDAQ
코퍼스코리아,,322780,KR7322780008,KOSDAQ
콘텐트리중앙,,036420,KR7036420008,KOSPI
콜마비앤에이치,,200130,KR7200130003,KOSDAQ
콜마홀딩스,,024720,KR7024720005,KOSPI
쿠콘,,294570,KR7294570007,KOSDAQ
쿠쿠홀딩스,,192400,KR7192400000,KOSPI
쿠쿠홈시스,,284740,KR7284740008,KOSPI
쿼드메디슨,,464490,KR7464490002,KOSDAQ
퀀타매트릭스,,317690,KR7317690006,KOSDAQ
퀄리타스반도체,,432720,KR7432720001,KOSDAQ
큐라켐,,456190,KR7456190008,KONEX
큐라클,,365270,KR7365270008,KOSDAQ
큐라티스,,348080,KR7348080003,KOSDAQ
큐렉소,,060280,KR7060280005,KOSDAQ
큐로셀,,372320,KR7372320002,KOSDAQ
큐로홀딩스,,051780,KR7051780005,KOSDAQ
큐리언트,,115180,KR7115180002,KOSDAQ
큐리오시스,,494120,KR7494120009,KOSDAQ
큐리옥스바이오시스템즈,,445680,KR7445680002,KOSDAQ
큐브엔터,,182360,KR7182360008,KOSDAQ
큐알티,,405100,KR7405100009,KOSDAQ
큐에스아이,,066310,KR7066310004,KOSDAQ
큐엠씨,,136660,KR7136660008,KONEX
